DATE,The trend of CO2(ppm),The trend of Inside-TEM(℃),The trend of Inside-THM(%),WV(m/s）
2018-11-03 12:00:00,678.0448187000001,16.07068976,59.15862077,0.32931035
2018-11-03 13:00:00,677.4399969,17.14909078,56.06363664,0.260000005
2018-11-03 14:00:00,670.8696376,17.39999962,54.44464275,0.29107143399999996
2018-11-03 15:00:00,655.0527155,17.24181845,54.303636100000006,0.34909091600000003
2018-11-03 16:00:00,587.8687642000001,16.52500006,51.47708344,0.354166673
2018-11-03 17:00:00,709.9545413,15.62045487,58.54772724,0.206818185
2018-11-03 18:00:00,859.0292731000001,15.29268311,59.75853589999999,0.19268293
2018-11-03 19:00:00,824.8936118,14.26595747,59.75531842,0.193617025
2018-11-03 20:00:00,797.2999877999999,13.03076901,61.49487187,0.18717949
2018-11-03 21:00:00,800.2999942000001,12.37105287,62.70000076,0.205263162
2018-11-03 22:00:00,796.1954609000001,11.26363637,61.836364399999994,0.21136364100000002
2018-11-03 23:00:00,775.264304,10.84285736,63.47857257,0.16904762199999998
2018-11-04 00:00:00,787.2846069,11.34615385,64.80000305,0.18461538800000002
2018-11-04 01:00:00,796.6500029,11.69999981,66.81470557,0.188235298
2018-11-04 02:00:00,778.0486549,11.69999981,69.8297282,0.18108108399999998
2018-11-04 03:00:00,767.723071,11.69999981,70.61281899,0.17692308
2018-11-04 04:00:00,760.5282061,11.96923075,72.09999847,0.161538464
2018-11-04 05:00:00,745.0076779,12.14615394,72.84358822,0.182051286
2018-11-04 06:00:00,734.5386963,12.58064553,72.60322497,0.180645164
2018-11-04 07:00:00,717.3224777,12.48000031,70.12000046,0.210000004
2018-11-04 08:00:00,575.1660034,10.99199995,67.53399933,0.324000006
2018-11-04 09:00:00,506.9782463,9.313043677000001,68.19347697,0.376086963
2018-11-04 10:00:00,559.2244397999999,9.420000013,69.64000142,0.30444445
2018-11-04 11:00:00,710.2685686000001,10.30000019,68.97428458,0.23428571899999998
2018-11-04 12:00:00,720.5390208,10.42439042,68.29755792,0.265853665
2018-11-04 13:00:00,763.1244425,11.15333311,68.37110867,0.22666667199999999
2018-11-04 14:00:00,785.9023815,11.78571447,67.73571214,0.22619048100000003
2018-11-04 15:00:00,878.0176428,12.49215678,66.13725445,0.237254907
2018-11-04 16:00:00,685.0897388999999,11.60000006,63.63589761,0.269230776
2018-11-04 17:00:00,848.2105306,12.23157888,68.78070296,0.261403515
2018-11-04 18:00:00,1107.049986,12.69999981,64.86521928,0.20000000399999998
2018-11-04 19:00:00,1162.850024,12.43124994,60.69166819,0.266666671
2018-11-04 20:00:00,1168.154585,11.9431821,61.04545455,0.21363636800000002
2018-11-04 21:00:00,1146.724487,11.49333333,59.61111196,0.295555561
2018-11-04 22:00:00,1126.800049,10.863414599999999,61.76829231,0.39512195899999997
2018-11-04 23:00:00,1121.040864,10.39795944,62.59999847,0.35918368100000003
2018-11-05 00:00:00,1083.517025,9.891489293,60.70638364,0.282978728
2018-11-05 01:00:00,1082.890018,9.617499757000001,61.21499882,0.24750000600000002
2018-11-05 02:00:00,1065.192167,9.25882347,59.90392124,0.329411771
2018-11-05 03:00:00,1044.800049,8.780851242,59.36808598,0.317021283
2018-11-05 04:00:00,1032.9341650000001,8.4341463,58.90000153,0.292682935
2018-11-05 05:00:00,1025.3428609999999,8.199999809,60.28163373,0.38163266
2018-11-05 06:00:00,1062.977063,8.199999809,60.24166671,0.322916673
2018-11-05 07:00:00,964.3442418,7.848076875,60.55384614,0.34230770000000005
2018-11-05 08:00:00,843.4886169,7.79090916,63.41590847,0.19545455
2018-11-05 09:00:00,830.5264075,8.743396192,62.24150928,0.22641509899999998
2018-11-05 10:00:00,941.8245308,10.92264157,59.78490585,0.20000000399999998
2018-11-05 11:00:00,811.5636475,12.31272723,52.66000047,0.31090909699999997
2018-11-05 12:00:00,632.9870379,12.32777786,49.88703798,0.300000007
2018-11-05 13:00:00,654.6070096,12.77368433,51.770175200000004,0.375438605
2018-11-05 14:00:00,491.2924517,11.381132000000001,49.41132024,0.43207547799999996
2018-11-05 15:00:00,476.6693875,10.86938747,50.18775512,0.379591843
2018-11-05 16:00:00,477.98722549999997,10.35744704,54.03404293,0.295744687
2018-11-05 17:00:00,806.6214338,11.16964308,66.03214387,0.146428574
2018-11-05 18:00:00,1058.744431,11.08000005,65.67110986,0.18000000300000002
2018-11-05 19:00:00,1094.486364,10.69318162,65.56363713,0.202272731
2018-11-05 20:00:00,1086.460028,10.20500009,65.06749783,0.185000004
2018-11-05 21:00:00,1081.5510179999999,9.561224529,65.45102225,0.277551027
2018-11-05 22:00:00,1090.936357,9.23409074,65.12272609,0.272727278
2018-11-05 23:00:00,1074.743718,8.756250083,63.62708394,0.264583339
2018-11-06 00:00:00,1029.016318,8.300000191,62.52325635,0.23255814600000002
2018-11-06 01:00:00,1035.468883,8.300000191,62.64888831,0.22888889399999998
2018-11-06 02:00:00,1062.4117720000002,7.9058822929999994,61.30784338,0.25490196600000004
2018-11-06 03:00:00,1057.948781,7.648780346000001,60.69268231,0.258536592
2018-11-06 04:00:00,1008.0872300000001,7.087234101,59.08723369,0.248936175
2018-11-06 05:00:00,961.4558034,6.5627907379999995,58.565116700000004,0.306976751
2018-11-06 06:00:00,1027.9666630000002,6.747058981,62.16862787,0.34705883
2018-11-06 07:00:00,1001.152733,6.576363685,61.76727198,0.287272734
2018-11-06 08:00:00,1067.107392,7.905555637000001,65.55926097,0.23148148699999999
2018-11-06 09:00:00,902.6928591,8.385714531,54.18035684,0.22857143300000002
2018-11-06 10:00:00,694.7269252,9.569230702999999,41.26923106,0.219230774
2018-11-06 11:00:00,651.0857133,11.42244913,36.94285654,0.30408163899999996
2018-11-06 12:00:00,620.3106235,12.21914876,35.62978647,0.270212773
2018-11-06 13:00:00,620.8839177,12.77857161,34.0535717,0.291071436
2018-11-06 14:00:00,654.5408076,13.10000038,33.95918391,0.242857149
2018-11-06 15:00:00,664.0659166,13.12727274,34.47727264,0.218181822
2018-11-06 16:00:00,648.7348761,12.17906956,36.4418602,0.17906977
2018-11-06 17:00:00,859.9723433,11.85531888,51.97021355,0.197872345
2018-11-06 18:00:00,1086.42328,11.26511645,53.28139496,0.190697678
2018-11-06 19:00:00,1104.946842,10.13829799,53.17872311,0.219148941
2018-11-06 20:00:00,1094.4825939999998,9.402173851,54.128260899999994,0.226086962
2018-11-06 21:00:00,1091.779588,9.065305866000001,56.33673516,0.263265312
2018-11-06 22:00:00,1083.80193,8.258823694,56.53137155,0.21764706399999997
2018-11-06 23:00:00,1092.145831,7.806249877000001,57.76874955,0.225000005
2018-11-07 00:00:00,1106.194324,7.3320754070000005,57.69434076,0.258490571
2018-11-07 01:00:00,1055.973458,6.475510179,56.68367394,0.265306129
2018-11-07 02:00:00,1039.068766,5.993750006,58.76458335,0.27916667300000003
2018-11-07 03:00:00,1071.590909,5.940909006,59.36136289,0.24545455100000002
2018-11-07 04:00:00,1027.472356,5.35106384,58.33404192,0.297872347
2018-11-07 05:00:00,999.2652985999999,5.0,59.40816373,0.263265312
2018-11-07 06:00:00,967.9978572999999,4.7765956030000005,58.32766099,0.297872347
2018-11-07 07:00:00,994.0810231,5.025861987,61.95862178,0.31034483399999996
2018-11-07 08:00:00,836.1907405000001,5.377777824,59.98148021,0.26111111800000003
2018-11-07 09:00:00,743.1400122,5.372000017,59.45599922,0.24800000600000002
2018-11-07 10:00:00,754.3538537000001,7.44615387,54.10769206,0.236538466
2018-11-07 11:00:00,776.4218262,10.10000002,48.87454494,0.161818184
2018-11-07 12:00:00,800.7679271000001,12.33018861,42.17735902,0.154716984
2018-11-07 13:00:00,788.6509986000001,13.67647059,40.5921565,0.227450985
2018-11-07 14:00:00,700.4792504,14.0,39.78490556,0.256603779
2018-11-07 15:00:00,693.6937598999999,13.98124999,40.625,0.295833341
2018-11-07 16:00:00,815.7211538,13.86153837,50.75384536,0.19038461899999998
2018-11-07 17:00:00,1104.001992,13.13000006,58.05199959,0.238000005
2018-11-07 18:00:00,1266.8217029999998,11.97826079,58.078262,0.250000004
2018-11-07 19:00:00,1239.953511,10.84651153,57.24883874,0.272093028
2018-11-07 20:00:00,1219.4545449999998,10.5090906,59.47045378,0.225000005
2018-11-07 21:00:00,1206.291667,10.39999962,59.09999847,0.310416674
2018-11-07 22:00:00,1173.876099,10.1913045,58.76739087,0.241304353
2018-11-07 23:00:00,1134.25365,10.10000038,61.29024375,0.239024395
2018-11-08 00:00:00,1180.351046,10.22765963,62.78297895,0.23191489899999998
2018-11-08 01:00:00,1185.795562,10.0733337,61.98666772,0.30444445
2018-11-08 02:00:00,1146.68179,9.800000191,61.50454669,0.34090909799999997
2018-11-08 03:00:00,1144.468038,9.704255449,62.54680845,0.22553192
2018-11-08 04:00:00,1109.526175,9.5,61.55714417,0.25476191
2018-11-08 05:00:00,1080.163803,9.391489293,61.48723416,0.276595752
2018-11-08 06:00:00,1061.059501,9.085714022000001,61.18095162,0.242857148
2018-11-08 07:00:00,1048.29268,8.717073253999999,61.73902558,0.260975615
2018-11-08 08:00:00,1251.822648,10.53018865,66.57735925,0.256603779
2018-11-08 09:00:00,768.9944447,9.68703692,54.94444367,0.279629636
2018-11-08 10:00:00,519.7759961,8.896000232999999,47.74599915,0.440000007
2018-11-08 11:00:00,548.5781877000001,11.05090899,43.12181868,0.33636364399999996
2018-11-08 12:00:00,586.0980875,13.48076921,40.44038486,0.255769237
2018-11-08 13:00:00,709.7687501,16.14374989,44.564583299999995,0.200000003
2018-11-08 14:00:00,699.0509894999999,15.92352936,38.72745185,0.250980398
2018-11-08 15:00:00,703.6037701,15.41698076,40.03584952,0.24150944
2018-11-08 16:00:00,727.2557666,14.24038456,43.43461521,0.18846154199999998
2018-11-08 17:00:00,949.8134672,13.12692316,55.63077046,0.325000004
2018-11-08 18:00:00,1249.2940230000002,13.07200005,56.40399994,0.31000000699999997
2018-11-08 19:00:00,1276.362245,12.21886797,56.7490564,0.456603784
2018-11-08 20:00:00,1247.252949,11.27647045,56.49019608,0.417647065
2018-11-08 21:00:00,1234.5196369999999,10.71176469,57.84705974,0.48823530200000004
2018-11-08 22:00:00,1186.524494,9.91428566,56.63469369,0.45918368200000004
2018-11-08 23:00:00,1169.95295,9.699999809,58.65882275,0.435294126
2018-11-09 00:00:00,1172.124504,9.418367191,58.94285638,0.526530622
2018-11-09 01:00:00,1143.770844,8.887500246,59.18958354,0.43541667700000003
2018-11-09 02:00:00,1133.5843029999999,8.800000191,59.42549036,0.429411772
2018-11-09 03:00:00,1092.91192,8.714285851,59.5,0.378571435
2018-11-09 04:00:00,1091.329185,8.424999952,59.98333406,0.437500005
2018-11-09 05:00:00,1077.38936,8.199999809,60.60638306,0.34893617600000004
2018-11-09 06:00:00,1086.444466,8.006666576,60.03111055,0.43333333799999996
2018-11-09 07:00:00,1041.9729,7.599999905,60.27708268,0.435416675
2018-11-09 08:00:00,1065.924965,7.918749947999999,61.49583443,0.293750006
2018-11-09 09:00:00,1048.886442,9.21694918,60.85932166,0.225423734
2018-11-09 10:00:00,1095.950012,12.86964285,49.27321434,0.246428578
2018-11-09 11:00:00,816.1771936000001,14.13157903,37.73684217,0.268421058
2018-11-09 12:00:00,629.6517705,14.05892861,33.29999968,0.26785715
2018-11-09 13:00:00,618.3035593999999,14.37500024,34.16785737,0.287500007
2018-11-09 14:00:00,637.7058643999999,14.84117624,33.44509798,0.26470588899999997
2018-11-09 15:00:00,627.0818247999999,14.89999962,32.89636362,0.247272732
2018-11-09 16:00:00,661.5351856000001,14.23888886,37.2351847,0.266666674
2018-11-09 17:00:00,987.4407472999999,14.20555569,52.21481457,0.240740746
2018-11-09 18:00:00,1245.295732,14.09574474,50.40425516,0.19787234399999998
2018-11-09 19:00:00,1267.284314,13.01176477,50.52156979,0.296078438
2018-11-09 20:00:00,1262.320402,12.12040792,52.66938696,0.297959191
2018-11-09 21:00:00,1266.6346859999999,11.50816337,53.09999847,0.281632658
2018-11-09 22:00:00,1242.500026,10.82115373,54.25384463,0.301923083
2018-11-09 23:00:00,1268.749995,10.23200001,56.38999969,0.35600000600000004
2018-11-10 00:00:00,1249.965953,9.570212811000001,56.14468157,0.259574474
2018-11-10 01:00:00,1203.332604,9.03043465,54.65217391,0.297826094
2018-11-10 02:00:00,1170.861189,8.367347172,55.0346935,0.306122455
2018-11-10 03:00:00,1174.786272,8.476470891,56.41568599,0.36078432200000005
2018-11-10 04:00:00,1135.96359,7.809090788,55.88409216,0.300000005
2018-11-10 05:00:00,1116.320009,7.406666756,56.06888945,0.275555561
2018-11-10 06:00:00,1129.823073,7.38846148,56.62692231,0.330769237
2018-11-10 07:00:00,1103.6130050000002,6.917391435,57.73913002,0.26739131
2018-11-10 08:00:00,967.9508688,7.394736867000001,56.9438601,0.317543867
2018-11-10 09:00:00,768.2396160000001,7.445283053,55.86603884,0.290566045
2018-11-10 10:00:00,819.1372815000001,9.571186518,55.21525483,0.266101701
2018-11-10 11:00:00,1079.125949,12.76111114,50.59444491,0.211111115
2018-11-10 12:00:00,1043.093602,13.62553209,43.94042636,0.214893621
2018-11-10 13:00:00,1027.617021,14.4617021,43.22553156,0.19787234399999998
2018-11-10 14:00:00,849.5640063,13.86400002,37.79200058,0.232000005
2018-11-10 15:00:00,734.3673905,13.43043506,40.44565201,0.23478261399999997
2018-11-10 16:00:00,701.2952182999999,13.25714302,39.06666728,0.22142857600000002
2018-11-10 17:00:00,905.775932,13.11666674,49.81481439,0.262962969
2018-11-10 18:00:00,1066.95623,12.19375,50.75208378,0.24375000600000002
2018-11-10 19:00:00,1033.513026,11.34347816,48.37391381,0.271739136
2018-11-10 20:00:00,1013.852177,11.19347807,47.35217492,0.263043483
2018-11-10 21:00:00,1015.330625,11.76326547,46.81632653,0.322448985
2018-11-10 22:00:00,1006.099976,12.03571463,47.44761985,0.290476196
2018-11-10 23:00:00,991.3499908,12.27499994,48.02083238,0.32083334
2018-11-11 00:00:00,968.1454523,11.99090925,49.74545401,0.286363643
2018-11-11 01:00:00,964.5209251,11.66046522,53.29767449,0.22790698199999998
2018-11-11 02:00:00,958.1100012,11.13399998,53.51600052,0.272000006
2018-11-11 03:00:00,927.8196244,9.794117628,53.59215643,0.268627457
2018-11-11 04:00:00,906.9353993999999,8.737500151,53.31041694,0.43333334
2018-11-11 05:00:00,879.5359888,8.283999863,53.33600113,0.40200000700000005
2018-11-11 06:00:00,888.6360034,7.7140000529999995,56.504000399999995,0.38400000799999995
2018-11-11 07:00:00,848.6166571,6.185714302,57.10714277,0.285714292
2018-11-11 08:00:00,922.9196059000001,6.84705881,58.97843245,0.23333333899999997
2018-11-11 09:00:00,908.7925957999998,8.105555543,57.69444388,0.24444445
2018-11-11 10:00:00,679.8705851,10.076470599999999,50.71960748,0.221568632
2018-11-11 11:00:00,656.0611165,12.58181823,51.42500019,0.333333343
2018-11-11 12:00:00,619.7545277,13.66666645,52.32105215,0.24615385
2018-11-11 13:00:00,615.4058802000001,14.73636367,50.33888944,0.24705883
2018-11-11 14:00:00,717.126088,15.41818177,51.99565257,0.212000004
2018-11-11 15:00:00,866.2000006000001,15.26666652,55.04074068,0.230000006
2018-11-11 16:00:00,775.5529318,14.21818178,59.67826064,0.286363644
2018-11-11 17:00:00,828.6304401000001,12.90000015,67.12352932,0.18666667
2018-11-11 18:00:00,1007.387493,12.59000006,68.32499886,0.150000002
2018-11-11 19:00:00,1021.2999880000001,11.71999998,67.24444411,0.23333334
2018-11-11 20:00:00,1019.974991,11.22500014,66.8,0.181818185
2018-11-11 21:00:00,1006.815392,10.86666658,66.0,0.245454552
2018-11-11 22:00:00,1001.5687449999999,10.49999968,64.80000153,0.277777785
2018-11-11 23:00:00,991.2333374,10.13750029,64.80000305,0.26428572300000003
2018-11-12 00:00:00,962.4181851,9.733333482,64.80000305,0.225000006
2018-11-12 01:00:00,963.1100220000001,9.5,64.64166641,0.26363637
2018-11-12 02:00:00,938.2749938999999,9.233333164,63.20000076,0.300000008
2018-11-12 03:00:00,954.2666558,8.899999618999999,64.29166826,0.24666667
2018-11-12 04:00:00,933.2166748,8.733333376000001,63.70000076,0.244444451
2018-11-12 05:00:00,918.1499982999999,8.600000381000001,64.20624948,0.277777785
2018-11-12 06:00:00,940.7333425,8.600000381000001,66.4736826,0.31000000699999997
2018-11-12 07:00:00,973.3999938999999,8.600000381000001,66.19090826,0.261538469
2018-11-12 08:00:00,981.6882468,8.869999981,68.75833321,0.21428571899999999
2018-11-12 09:00:00,1004.612492,10.04999995,71.60769243,0.205555559
2018-11-12 10:00:00,891.7999954,11.51000023,65.76363719999999,0.212500004
2018-11-12 11:00:00,710.5999832,12.79999995,58.36999893,0.187500003
2018-11-12 12:00:00,676.2750092,14.36666669,52.96153787,0.20000000399999998
2018-11-12 13:00:00,688.9666545,15.43999996,47.94999981,0.22222222600000002
2018-11-12 14:00:00,564.5250014999999,15.8666669,43.67500005,0.30000000600000004
2018-11-12 15:00:00,485.1333211,15.5,40.92499948,0.5333333379999999
2018-11-12 16:00:00,497.7749977,14.06428569,53.74736826,0.488888893
2018-11-12 17:00:00,1401.937504,16.59090918,75.38999939,0.150000002
2018-11-12 18:00:00,1674.362518,15.45,71.17037059999998,0.222222228
2018-11-12 19:00:00,1437.0221900000001,14.63333342,68.95384627,0.188888892
2018-11-12 20:00:00,1402.037491,14.13333342,69.69230769,0.262500007
2018-11-12 21:00:00,1386.455553,13.66666645,68.02413756,0.211111115
2018-11-12 22:00:00,1341.9750210000002,13.39999962,67.34074091,0.200000005
2018-11-12 23:00:00,1339.6666400000001,13.16666688,66.74230781,0.20000000399999998
2018-11-13 00:00:00,1342.52504,13.02500033,67.32187462,0.237500006
2018-11-13 01:00:00,1339.666707,12.76666684,67.15652134,0.188888892
2018-11-13 02:00:00,1322.6000060000001,12.5,65.93333322,0.187500005
2018-11-13 03:00:00,1302.244466,12.5,65.15312505,0.222222227
2018-11-13 04:00:00,1303.450012,12.23333316,64.76521766,0.212500004
2018-11-13 05:00:00,1272.266683,12.19999981,64.53461588,0.20000000399999998
2018-11-13 06:00:00,1006.0750119999999,9.921428544,57.8083334,0.225000005
2018-11-13 07:00:00,773.0444336,7.133333365,56.5,0.23333333899999997
2018-11-13 08:00:00,796.8999938999999,7.0,59.77692267,0.212500005
2018-11-13 09:00:00,803.6124954,8.027272745,63.95000045,0.200000003
2018-11-13 10:00:00,628.0500031,9.963636312,58.96842113,0.325000004
2018-11-13 11:00:00,617.9222209,11.86999979,53.08461527,0.188888893
2018-11-13 12:00:00,586.2375107,12.60000006,49.79999886,0.200000005
2018-11-13 13:00:00,618.0875014999999,13.63333321,52.31999969,0.200000005
2018-11-13 14:00:00,720.2750014999999,14.22500014,56.31000061,0.162500002
2018-11-13 15:00:00,878.5250015,14.76666662,60.84000041,0.13750000199999998
2018-11-13 16:00:00,994.3000030999999,14.78749979,63.79999987,0.250000005
2018-11-13 17:00:00,1010.155551,13.57999973,66.86000214,0.211111115
2018-11-13 18:00:00,1138.9250029999998,12.44545451,68.94999695,0.250000004
2018-11-13 19:00:00,1098.4250029999998,11.4333335,69.02999954,0.17500000300000002
2018-11-13 20:00:00,1056.8999939999999,11.70000002,71.89999898,0.17500000300000002
2018-11-13 21:00:00,1039.999969,12.56666671,71.83333333,0.200000003
2018-11-13 22:00:00,1018.7499849999999,12.61250007,69.61111281,0.20000000399999998
2018-11-13 23:00:00,989.6142752999999,12.1333331,67.51111179,0.20000000399999998
2018-11-14 00:00:00,974.1111110999999,11.71249998,65.71110874,0.200000003
2018-11-14 01:00:00,960.5,11.07500005,64.69999695,0.228571432
2018-11-14 02:00:00,943.7999877999998,10.39999983,64.69999695,0.237500004
2018-11-14 03:00:00,922.7000122000002,10.10000038,65.52500153,0.187500003
2018-11-14 04:00:00,929.1374893,9.912500262,64.45833333,0.200000003
2018-11-14 05:00:00,917.9750137,9.533333355,64.79166794,0.225000005
2018-11-14 06:00:00,943.8749924000001,9.5,65.07777659,0.21250000300000002
2018-11-14 07:00:00,956.8375015,9.409999942999999,67.32307669,0.31250000699999997
2018-11-14 08:00:00,972.7888997000001,11.03000002,67.59230804,0.275000008
2018-11-14 09:00:00,832.0000153,11.45000029,68.41818237,0.21111111600000002
2018-11-14 10:00:00,823.875,11.96666675,68.8666687,0.200000003
2018-11-14 11:00:00,789.2250061000001,13.72727264,66.35000011,0.20000000399999998
2018-11-14 12:00:00,773.9499817000001,14.46666686,63.13999939,0.162500002
2018-11-14 13:00:00,760.4555461,15.16666645,61.55555513,0.17777778100000002
2018-11-14 14:00:00,833.3749924,15.39999994,62.21666654,0.187500004
2018-11-14 15:00:00,800.5874863,15.40999994,61.81666756,0.30000001
2018-11-14 16:00:00,677.5222236000001,14.0,62.9857145,0.300000005
2018-11-14 17:00:00,980.8000030999999,13.86666658,72.02000122,0.150000002
2018-11-14 18:00:00,1105.474991,13.43749964,69.40000153,0.20000000399999998
2018-11-14 19:00:00,1089.1625060000001,13.66666645,68.74444495,0.212500004
2018-11-14 20:00:00,1068.250015,13.17500007,66.59999695,0.212500004
2018-11-14 21:00:00,1040.150024,12.60000006,65.94999695,0.187500003
2018-11-14 22:00:00,1054.411106,12.36666658,65.43333266,0.20000000399999998
2018-11-14 23:00:00,1047.0428470000002,11.82499981,64.05454428,0.185714288
2018-11-15 00:00:00,1019.4999849999999,11.60000038,64.87000122,0.187500003
2018-11-15 01:00:00,993.2249908,11.40000025,62.45555539,0.200000003
2018-11-15 02:00:00,944.5375061000001,11.63333352,60.81000023,0.17500000300000002
2018-11-15 03:00:00,930.9000015,12.04999971,58.97777812,0.187500003
2018-11-15 04:00:00,906.8124924000001,12.61250007,57.05555683,0.13750000199999998
2018-11-15 05:00:00,926.9375,12.80000019,56.50000085,0.17500000300000002
2018-11-15 06:00:00,909.6624985,12.80000019,55.37777752,0.212500004
2018-11-15 07:00:00,908.4499817,12.83333355,54.52222273,0.162500003
2018-11-15 08:00:00,1015.412529,13.32499981,56.61111153,0.175000004
2018-11-15 09:00:00,1023.212509,13.54999971,55.51666673,0.225000005
2018-11-15 10:00:00,989.6500092,13.86666658,50.71666696,0.187500004
2018-11-15 11:00:00,835.7000054,14.10909098,48.4437499,0.222222228
2018-11-15 12:00:00,758.9000014999999,14.11250007,43.20909153,0.212500005
2018-11-15 13:00:00,771.9111192,14.10000006,45.5857138,0.255555564
2018-11-15 14:00:00,833.8000031,14.03333335,47.89999962,0.200000005
2018-11-15 15:00:00,869.8499985,14.23333348,50.58095205,0.250000004
2018-11-15 16:00:00,936.6374969000001,13.76666652,53.47058868,0.312500008
2018-11-15 17:00:00,1016.4777630000001,13.26666652,51.81176421,0.311111118
2018-11-15 18:00:00,957.3999938999999,12.40999994,47.29999951,0.425000004
2018-11-15 19:00:00,912.9249877999998,11.36666679,45.15833314,0.300000008
2018-11-15 20:00:00,892.1749877999998,10.81249988,45.08333333,0.362500004
2018-11-15 21:00:00,870.8666585000001,9.890000152999999,45.38461538,0.311111116
2018-11-15 22:00:00,878.0,8.9,48.28181908,0.287500005
2018-11-15 23:00:00,895.3875197999998,7.8999999889999994,50.90000153,0.312500006
2018-11-16 00:00:00,883.6222195,6.830000019,51.80833403,0.400000011
2018-11-16 01:00:00,907.9874954,6.424999952,54.78000031,0.375000007
2018-11-16 02:00:00,890.2555542000001,5.689999962000001,55.53636447,0.288888898
2018-11-16 03:00:00,883.0571288999998,5.187500119,54.51249933,0.314285721
2018-11-16 04:00:00,853.2555542000001,4.599999958,53.91999969,0.27777778399999997
2018-11-16 05:00:00,928.7777710000001,4.733333376,58.47142928,0.35555556299999996
2018-11-16 06:00:00,1173.175034,5.974999963999999,59.22727411,0.43750000899999997
2018-11-16 07:00:00,1214.722222,6.566666709,60.64000092,0.288888895
2018-11-16 08:00:00,1137.2375029999998,6.380000019,59.27000046,0.375000006
2018-11-16 09:00:00,1014.287491,6.59000001,56.20000029,0.287500007
2018-11-16 10:00:00,976.6666667000002,9.090909177999999,51.83888902,0.222222227
2018-11-16 11:00:00,1014.262497,11.35454559,49.4375,0.17500000300000002
2018-11-16 12:00:00,821.8625107,11.03333335,41.78888914,0.162500002
2018-11-16 13:00:00,780.1111247,11.80999994,39.2363635,0.211111115
2018-11-16 14:00:00,791.1999969,12.5,38.89999962,0.150000002
2018-11-16 15:00:00,818.6624985000001,12.90000002,40.53888872,0.300000007
2018-11-16 16:00:00,886.6777683,12.01249981,49.6949995,0.200000005
2018-11-16 17:00:00,1646.564314,12.92307685,71.42307634,0.262500009
2018-11-16 18:00:00,2468.6499940000003,13.88749993,74.45000305,0.30000000600000004
2018-11-16 19:00:00,2534.3125,13.73333316,72.08888753,0.325000005
2018-11-16 20:00:00,2467.533339,13.69999981,71.65999908,0.311111121
2018-11-16 21:00:00,2422.2374879999998,13.69999981,70.15000153,0.287500005
2018-11-16 22:00:00,2348.062469,13.69999981,69.52500153,0.262500004
